"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"resp0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"timingBlips"	"correctPos"	"responsePos"
"main"	0	"WN "	" oneCued "	0	" right "	"M "	"S "	0	2	0	2	"NWOSQHLBZERFCYXMUJIAVKPTDG"	"GPDVLJAKSQRCEIYXOUFZTWNMHB"	"VQFHXLSDMTYUWEBKPJNGAOIRCZ"	"AGDHTUOMEQWFIYZPJBCSVLNXKR"	"WYEPZHFVDCBQLTIUNSOMJGXARK"	"EIDFJVOPBANCYSLTQURZMKGXHW"	0	6	8
"main"	1	"WN "	" oneCued "	0	" right "	"C "	"Z "	0	5	0	-2	"RELQDYTMVKNUIFOZXPCWSGABJH"	"HWXILPYOSFGNETKJZMVQBRUDAC"	"UTSYHIGRLKVJXAQCEDWNPBMFOZ"	"UMKHIOFGPDVETLYZSXQCABRWJN"	"CULZTSNFEABHYJIDGRXPMVWQKO"	"YAODTPXCGZSKLMVNEWIQJHBFRU"	0	9	7
"main"	2	"WN "	" oneCued "	0	" left "	"H "	"Q "	0	0	0	3	"WBMACRPESDQJVHKGXTFZLNOIYU"	"AMTKCLFZIPWYNGHXJBOQUEVDSR"	"RKSCIEMOFAPHLVQDWXJTGUBNZY"	"KGUVJDZLYRMASWPIHBNCFXTOEQ"	"JAPKQLYNXICRUGBSEOFZTHVDMW"	"STKIXNMEOARZYUBHVFDQGPCWLJ"	0	10	13
"main"	3	"WN "	" oneCued "	0	" right "	"E "	"P "	0	5	0	2	"XGTSVJERCAUIPKHLWNDBFMQZYO"	"ISQYRKHBPTDZMANXFOEUWGLVJC"	"GRJFHWZENDAKTMSQIUCOYXVBLP"	"PVSWUKEQFIXDLTHNYMCZJBROAG"	"GJZKXRIWDBETCPALVYSMOFNUQH"	"DOCKHBLVPXEZFAMYITJGSRQNUW"	0	8	10
"main"	4	"WN "	" oneCued "	0	" left "	"O "	"K "	0	0	0	2	"EQZCGPJTMLKFOYBXUDSIHVWANR"	"GFXHOAPIZUTVMNJEKYDBSWRCLQ"	"RQLYZFWVJPGXMNSTKHEBCDUOIA"	"MIJGYUNCAPRTQSWXEHVBDLZKFO"	"UDCZPWOSQVEXYAJRMFTHIKBGLN"	"PVWRIOLJXKQCTBDSZNGEMYHAFU"	0	10	12
"main"	5	"WN "	" oneCued "	0	" left "	"H "	"D "	0	3	0	10	"EUOLFKASVTRBIZDNWYQPXHCJMG"	"MKGEVIRNWBUXSJOPAYQCZHLTFD"	"PBVXHONLKETIQSARWYDJFCUGMZ"	"XWFOPGDZUMESNVTKHLAJCIBYRQ"	"MARNFZKVLPQBXTDOWESGICJYUH"	"XYWDBKPJQCGLTHZEVMNSFORUAI"	0	6	16
"main"	6	"WN "	" oneCued "	0	" left "	"G "	"H "	0	1	0	5	"HPYFXBKMCZNLAOWJTGISEQDURV"	"CDAMIRFKQHTJSOGNEUBZVYPWXL"	"QILXETHJGNPWBDSYVKCAUMOFZR"	"YEUOBRCTFDPVMXQHAWZKILNGJS"	"IUSEPJMVLDHABKFRNCGOQTYWZX"	"ZPVXTIBMYGCHELWUFSOQNRKJDA"	0	9	14
"main"	7	"WN "	" oneCued "	0	" right "	"Z "	"X "	0	2	0	2	"GTQYWEXOVNFILUARPBHCZMSDKJ"	"HFAKLDPRBITSCMJEGOQZUYNWVX"	"SLMADHXYZOIGEJUWTCFVPQNRBK"	"OUWQIPKETHBALYDGRVXCJFNZMS"	"ROUADBTWVLNFMSGHKECPYXJQZI"	"UONFTVGRCSMAXIHJBQKDZLEPYW"	0	6	8
"main"	8	"WN "	" oneCued "	0	" right "	"D "	"B "	0	0	0	-8	"DISGTEZUBLKFOJMNQCVAHRPYXW"	"CRSNQEOZBJUILHYXGVDAFMWKPT"	"KUJNEQPGXLOSAIZVDBHFWRTMCY"	"ASZMUODYPQBFIWCRJLHNXKVGET"	"VAPIOFMRZXDEWNYJGCLHUTBKQS"	"WALUXDMQTRSNCGIOKBJEZHFYVP"	0	8	0
"main"	9	"WN "	" oneCued "	0	" left "	"C "	"R "	0	3	0	2	"BUCROEGKZMHWQVFJAYSNXTLDPI"	"OEGXBSAYPWZHNTRFVLQDIUJCMK"	"FRBHZWTYNEIVCKGUXOMSPAQLDJ"	"WBXFUIJRPCNZVTKAEHMLSYQDOG"	"KVPTYCQLEZJFGNASMORBIHDUXW"	"GMTECYKJQVHNFSADXWOPIBZRUL"	0	7	9
