"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	30	"LT5 "	" oneCued "	0	" right "	8	45	"N "	2	9	"O "	0	1	0	1	"YPHARZSBNUKIEJLDXMOQFVTG"	"JRMAHSZUQONFVBTYIXEDLPGK"	"VRXUEMYDQSGNZBIKFLAHOJTP"	"VRGFLPMBXTNEKHUOZJQAIDYS"	"SBIXFRKOUNTQYAZVEDPLHMGJ"	"GFNZLUHAKXTSVYMJBOQPRIED"	"KNPBLADSJXHQGYTEFOMZUVIR"	"QTFMNDOZKVGBSRYJPELIAXHU"	0	10	FALSE
"main"	41	"LT5 "	" oneCued "	0	" right "	8	45	"L "	2	10	"T "	0	4	0	1	"IBAXLHOZQVMFRKJNGEPSDUTY"	"APYNVEILSZMBODQGHRFKJXTU"	"ZVDFBLREQAMJTNXYOPGUHKIS"	"GTQAOJZNPYEUSLRBHFIDKMVX"	"PSXOGJKRUZTLAMQVYBNEHFDI"	"MDYLRFQPXNSGZTEBHAOVUIJK"	"UVYSTNOKLBXGFZHPDEQAIMRJ"	"GXSYKOTMALERBUVDNPIQHJFZ"	0	11	FALSE
"main"	43	"LT5 "	" oneCued "	0	" right "	8	315	"S "	2	10	"E "	0	7	0	1	"QRTVZHAEDGBIFPOUJMXNSYKL"	"TGFVBQXDAKENPMHJZOLSUYIR"	"BNFVXQKYIMEGRDJOSALUPTZH"	"KURIMLGBFYJSQXNZOADTHEPV"	"STXERZNYUFPBADOKGQVJMHIL"	"ZFVLRYHPJSIEXOUMKTANGQDB"	"GDFIRAYMVSOHNPXULZEBKQTJ"	"YIRQNXULHJESFPMVGBDTKZAO"	0	11	FALSE
"main"	49	"LT5 "	" oneCued "	0	" right "	8	135	"Y "	2	10	"F "	0	2	0	1	"GUDYEMPLRHNOSIBAXTQFZJVK"	"ZDTKJVXYGLOPEHMSRQBFUIAN"	"BKOISTUHNGFYZLDAMVREQJPX"	"JFSBDIZMOYETRUNGPVKQLXAH"	"RDSKHTXEPNUFLOQJIZVBAYMG"	"VDGLMYAHIUNBEJXPOSKFZQRT"	"KLUIFZSJOXNVAMDHQRGPYTEB"	"DOMXTVRIKZHLPFBGYQUSNAJE"	0	11	FALSE
"main"	51	"LT5 "	" oneCued "	0	" right "	8	135	"K "	2	9	"S "	0	6	0	1	"MEHOZVTSDFJUPNXQBYIARGKL"	"OKDSHVYFIAUGNPJZQRLEBXMT"	"RLNQJTIEFPSMAUGDKZVXOBHY"	"SUAYILMENHXPKZJDQFROBVGT"	"MNURLEXYFIADJKQVTHGPZSBO"	"OREPZDSGBNMHUVKYXFLJAIQT"	"UQNBARGVOSKYEZFJXPLIHTMD"	"KBDFZOUYNQPRXISVTLGEHMAJ"	0	10	FALSE
"main"	53	"LT5 "	" oneCued "	0	" right "	8	0	"R "	2	7	"R "	1	6	0	0	"QFHTNYLUJKIPRVBMDGEZSAOX"	"FYUPQOLKNGAISJXZRHBDEVTM"	"HSJATXNVIBOQLDMUFRGPKEYZ"	"YTLZMPRUNGSKBJQDXAVOFHEI"	"IDVTLGAXZNQHJUEBFYPKRSOM"	"KYSQZRLFJUGHINMBPXAEDTOV"	"HBQMJENRUPOXSLYIVDFTAZGK"	"DZKJNMAHRLXFTGEPYOBVIQSU"	0	7	FALSE
"main"	56	"LT5 "	" oneCued "	0	" right "	8	270	"J "	2	9	"X "	0	6	0	1	"GJMXBSHIPOLQKTYADFZVNURE"	"RKLSPDIEFYJOAUBNGZVQTMXH"	"VSDAGJOYXERQTPHLNFBUZIKM"	"IOGRKDPSLVHAQMTZFYXUJNEB"	"BSYUJQHMFDNIZLGOAPRKVXET"	"NGUPFXVZDLEKAMJSHRITYBQO"	"OIFGVAUEZXJHQPLMDSKRYNBT"	"VKEIZGHLORMFNPUSYBADJTQX"	0	10	FALSE
"main"	58	"LT5 "	" oneCued "	0	" right "	8	270	"B "	2	8	"K "	0	6	0	1	"ZJHVUTQKMFYAERPDISOXLNBG"	"KQPGEMDSJOHARTZXYNLIBFVU"	"PRUSNZLOGKFDAIQTEVJYMBXH"	"XKNDFIVGEOPRUBMQLJTYSHZA"	"MAEYDKGVFXBSJQHUNLITRPOZ"	"OTBXNEDRYKIQFUJHVZPALGSM"	"QNURHDAVKBPYTESGFJLOIZXM"	"YMGJEHDNUOKZPFVISTQAXLBR"	0	9	FALSE
"main"	67	"LT5 "	" oneCued "	0	" right "	8	315	"H "	2	10	"H "	1	0	0	0	"MBNVIKOSXZHLTGJUQAERPFDY"	"BOEKIDHPFVSYNRZTLAMUJQXG"	"BZVOHYQGSMAKENPLXJDRUITF"	"KBQTROFZHDASEVPGLMNYUJXI"	"BEVLAGKOUDXRMJNHQPSITYFZ"	"SBHEDQUNFYOVRMTKXIGLAPZJ"	"HMGBXFTVDPRLSNIEYAUKQOZJ"	"KRIATLBMXHSDJOZVPGEQFUNY"	0	10	FALSE
"main"	72	"LT5 "	" oneCued "	0	" right "	8	180	"K "	2	6	"N "	0	1	0	1	"QDPANRFSIZHYXVGLBOEUTJKM"	"ZVHLIQNKAEDTYJXBSMOPGRFU"	"QYBGVTZHPOIMKFXSRJLADUEN"	"NGTYIZFEVXHBQDPKRMULAJSO"	"GKAOUDJNIFQBPHEZLRVTYXMS"	"ZTYXAJHQNVEIOFSDPKGLMBRU"	"YIPOEFJMTZQGKLARUDNSVBXH"	"FHDPINJLQTSBGZXAREOKMUYV"	0	7	FALSE
