"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"
"main"	0	"LT5 "	" oneCued "	0	" right "	2	270	"G "	0	6	"J "	0	1	0	-5	"FSDBAPQGVMLUEOZXHNKTJRYI"	"BGRONVJKUEQTPAYZHDXMLSFI"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0
"main"	1	"LT5 "	" oneCued "	0	" right "	2	0	"R "	0	9	"D "	0	1	0	2	"BRTAYPDKXZGFMLJNOEHSQIVU"	"GQHEIFKTXDJRZNPLAOBVMSYU"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0
"main"	2	"LT5 "	" oneCued "	0	" right "	8	45	"S "	0	6	"Q "	0	7	0	5	"RZITPGQNKYEVHFALJXOBMSUD"	"ELSQZTMFRXIKJGOAVUDYHBPN"	"HNJQYADTBVFZLKSROXGMIEPU"	"ZEVGNQIPTFLXDRHJOAYMUBKS"	"UDLZARGMJIBHQTOXPNSKEVYF"	"RFBVJAEDXIHPNOZGKLMQYTUS"	"GNILKJRVPYZTQEFSBOUMHDXA"	"OKBZMXQEIVJSLFYPNGTRAUHD"	0
"main"	3	"LT5 "	" oneCued "	0	" right "	2	90	"N "	0	10	"V "	0	0	0	-1	"ADFGZIOLENVQSUXTBJPYHKRM"	"SEZKJIUMYQOXAVTLDBRFGNPH"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0
"main"	4	"LT5 "	" oneCued "	0	" right "	8	180	"J "	0	8	"Z "	0	4	0	3	"BEDFMVSPLXAGZUHYTQIKNRJO"	"YVQPUMXGZLRAIKOHJEBNFDST"	"UDJHKVGZXRSLOABPMQFEYTIN"	"XQROIYJEGAZTBUFDVNMKPSHL"	"MPBYUEHKZFIJDNOLSRGQATVX"	"AGTJBMSZDVEPQYRUNLKFOXIH"	"EVNTRGDFAPSOUMKYHXBIZLJQ"	"ITBKFDAZPLHGMSYQENORUVJX"	0
"main"	5	"LT5 "	" oneCued "	0	" right "	8	135	"B "	0	6	"O "	0	3	0	2	"XMRDHJGAEQKTSFOZINBVPULY"	"BJAVHZMXESKIQRNYLDUOFPGT"	"GNRXBTOMVKZAUFLYHEQIJDPS"	"LNVXYHOTBFSDQMIKAZPUGREJ"	"ZFIPQVYANTJGBROELKMXUDSH"	"BEZJQFALVXPUONYMHDGIKRTS"	"KFGVUIZXMABRLSPYQDHEJNTO"	"AQDTFNSRPMBLIKVOZXJHYGUE"	0
"main"	6	"LT5 "	" oneCued "	0	" right "	2	0	"K "	2	7	"T "	0	0	0	2	"QSHUMZNTOKJEGYLFDRXAVBIP"	"HXKJMGIELYQZFNBSOPTDUVRA"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0
"main"	7	"LT5 "	" oneCued "	0	" right "	2	180	"S "	2	8	"Q "	0	1	0	1	"NEHQVUOPTBZJKYSLGRDIXMAF"	"XEBGAVYMQSLDRPTJFHNKZUOI"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0
"main"	8	"LT5 "	" oneCued "	0	" right "	8	45	"L "	0	6	"Y "	0	2	0	6	"DVQKPJNRTIUABLGFSHXYEMZO"	"VZRGUQAXKBHSFMETILDJPNOY"	"XUHIDZYJRMKGLNESQAOPFVBT"	"OGSMPDLNIVUBKETYQZJXHFAR"	"JXLUZPVNHKAGMTIBYFQOSDER"	"FRKPJQTSYBVHAOMZXGNDIELU"	"KDITXHRZEUGSAOLNBMQFYPJV"	"IATDJBKQEPSNGXYZVRMOLFUH"	0
"main"	9	"LT5 "	" oneCued "	0	" right "	2	315	"P "	2	7	"X "	0	0	0	2	"EMGDOVAXKPSUBHFYZJLQITNR"	"FEISMUYALQRGNOVKZPDTXHBJ"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0
