"ID","condition","efficacy","latency","precision","val","valGuessing","pLRtest"
"18AH2","2",0.756646357875402,-0.266854750943782,1.23472928772959,195.433993998058,262.705016896995,0.0000000000000000000000000000567711568114539
"18RC3","2",0.696666164098187,0.0794253589814946,1.21809060177736,208.465774832815,268.136757526939,0.000000000000000000000000106943044682901
"18AH2","6",0.887621219701473,0.182931167437027,1.16885732869493,170.257384277454,271.289243192661,0.000000000000000000000000000000000000000000151091130487007
"18RC3","6",0.764613432309684,0.772508555927704,0.817526715496079,171.247223090077,261.034523302646,0.0000000000000000000000000000000000000108976302063135
"18AH2","18",0.717249577298792,0.704199179942216,0.703672216530341,176.888029672317,261.90162794257,0.00000000000000000000000000000000000125543648782886
"18RC3","18",0.799825832999268,0.941093399538101,0.573338934692902,149.182475249091,264.022901270321,0.000000000000000000000000000000000000000000000000162112984217244
