experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	streamsPerRing	baseAngleCWfromEast	resp0	button0	cuePos0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	timingBlips
main	0 	JA8 	 oneCued 	 0.0 	 right 	 8 	 180 	H 	2 	10 	K 	0.0 	4 	0 	2.0 	MTBQOUIPENLKYXFJVRDGAZSH	JNIKLDUEBVOMFHYGQPZSRATX	GKFXMUPYOESHQZLJBAITVDNR	SUJQZYGIDEBTHFONKLMVPARX	FETZGRQMUAKYHLVXOPDISBJN	SYQZIUNPVEDBHFJMRAGOTKLX	VMGEQRUYLPXDJFINHZTOABKS	EVDPKAGBUIMSLQHFYJZXRTON	0
main	1 	JA8 	 oneCued 	 0.0 	 right 	 8 	 45 	A 	0 	9 	J 	0.0 	5 	0 	1.0 	PUAQFJXLTKZSNOBYVEDMIGHR	AQBFJTNOISMLEHZYDUVRGKXP	TDFOIPUXNHBJLZVAEGQRSMYK	BZANYLIVDXJTUEQKHOMSFGPR	MQRLKEBAYHSZJVGTUIOFNDPX	SZKBXMQTHJAYRNIFGDUVPOEL	IBJQYPOZSAHXUMEKVLGRDNTF	MBYQRPKLISFVADGZTXHNJEUO	0
main	2 	JA8 	 oneCued 	 0.0 	 right 	 8 	 315 	G 	0 	6 	R 	0.0 	2 	0 	1.0 	RASVEZIGNMJTUKHFODBQXYPL	RMSOFKUDEYPLNAQHBZTGJIVX	UFBITLRGOPMANVSXQJZKYEHD	FSYIZUVANEQDMORTHBLGKPXJ	LYZVIMQJTOEHDGSXFPBNKRAU	DZQLEJBNGVHMASFKIYTUPXRO	FPZVAIRGNXMJYQDOSBUEKHTL	YJANSPZILHXDBUKQVFGMTERO	0
main	3 	JA8 	 oneCued 	 0.0 	 right 	 8 	 270 	E 	0 	8 	H 	0.0 	4 	0 	9.0 	BTNEYKVHFDZORPAXLMGUSQJI	LBSFVUNKRTHDMXJEGPIAOZYQ	LFYUITNPRAVKMGOJHDSXQEZB	OPMNKEYGAISJBDZHLFQTRUVX	NUASVYGTHROBQZXKDEIMFLPJ	DQXZFPVMRBUTESYJKNAGIOHL	TKDMEZPLQAYIHURSOFVGXBNJ	DPFAQHEJYTURXOKIMSZGBLNV	0
main	4 	JA8 	 oneCued 	 0.0 	 right 	 2 	 0 	X 	0 	7 	L 	0.0 	1 	0 	1.0 	VIRNFSYJXBTHDPGEULMOQZKA	EPQSGMULXOZVIJYTFHAKBRDN	-99	-99	-99	-99	-99	-99	0
main	5 	JA8 	 oneCued 	 0.0 	 right 	 2 	 180 	K 	0 	8 	K 	1.0 	0 	0 	0.0 	FAJORGZDKLXQVHUBSYNITMPE	MRFUBEOVSAZNXQDHYKJPGLTI	-99	-99	-99	-99	-99	-99	0
main	6 	JA8 	 oneCued 	 0.0 	 right 	 2 	 135 	R 	2 	8 	R 	1.0 	1 	0 	0.0 	VBIGJMNELUKADFHSOQZRTPYX	BSDPKMVJRGUNOLQAIFHZYTEX	-99	-99	-99	-99	-99	-99	0
main	7 	JA8 	 oneCued 	 0.0 	 right 	 2 	 45 	E 	2 	6 	E 	1.0 	0 	0 	0.0 	XQMPNZERVADIUSJKOYLGTHFB	SPOZVLXMKBREYNQUDFGIHJAT	-99	-99	-99	-99	-99	-99	0
main	8 	JA8 	 oneCued 	 0.0 	 right 	 2 	 225 	H 	0 	6 	D 	0.0 	1 	0 	-2.0 	EFANYTXQRGPBKVHUMZJIODSL	BMLUHTDNFRAYGJOEIVPQXZSK	-99	-99	-99	-99	-99	-99	0
main	9 	JA8 	 oneCued 	 0.0 	 right 	 8 	 135 	O 	0 	10 	T 	0.0 	5 	0 	6.0 	MRFJZBEIAGOYQVKNPDHSTULX	IFYKQGPXMUHOBZRNLVSEJADT	UZSGDFVPKLJBQAYOXNIMTRHE	GSYPZQNBAXFKHUIEVLRMDJTO	XUJBGZLRPMHTVSFDYKAQEOIN	LAZUDGPBYNTQXFVHOEJIMRSK	HVNKSUPTRZYGADQEFBOMIXLJ	RZNHPTFJLIUQOGXDYMVAEBSK	0
